mudac_id,motion_type,filing_party,filed_before_joined,decison,decided_before_joined,proceeding_precentile
515396077450,Motion to Certify Class,Unknown,true,,,0.0
515396077450,Motion to Certify Class,Unknown,true,,,0.0
68719481115,Motion to Certify Class,Plaintiff,true,,,0.0
68719481115,Motion to Certify Class,Unknown,true,,,0.0
403726928733,Motion to Certify Class,Unknown,true,,,0.0
249108107938,Motion to Certify Class,Unknown,true,,,0.0
249108107938,Motion to Certify Class,Unknown,true,,,0.0
446676601772,Motion to Certify Class,Plaintiff,false,,,0.0
678604835653,Motion to Certify Class,Unknown,false,,,0.0
678604835653,Motion to Certify Class,Unknown,false,,,0.0
678604835653,Motion to Certify Class,Unknown,false,,,0.0
678604835653,Motion to Certify Class,Unknown,false,,,0.0
343597383968,Motion to Certify Class,Plaintiff,true,,,0.0
541165883090,Motion to Certify Class,Plaintiff,false,,,0.0
721554509325,Motion to Certify Class,Unknown,true,,,0.0
197568499883,Motion to Certify Class,Plaintiff,true,,,0.0
197568499883,Motion to Certify Class,Plaintiff,true,,,0.0
438086667137,Motion to Certify Class,Plaintiff,true,,,0.0
824633723349,Motion to Certify Class,Plaintiff,false,,,0.0
644245094753,Motion to Certify Class,Plaintiff,true,,,0.0
446676603158,Motion to Certify Class,Plaintiff,false,,,0.0
60129545336,Motion to Certify Class,Plaintiff,false,,,0.0
730144442643,Motion to Certify Class,Plaintiff,false,,,0.0
343597383885,Motion to Certify Class,Plaintiff,false,,,0.0
68719478443,Motion to Certify Class,Plaintiff,false,,,0.0
68719478443,Motion to Certify Class,Unknown,false,,,0.0
180388627187,Motion to Certify Class,Plaintiff,false,,,0.0
180388627187,Motion to Certify Class,Plaintiff,false,,,0.0
446676598996,Motion to Certify Class,Plaintiff,true,,,0.0
446676598996,Motion to Certify Class,Plaintiff,true,,,0.0
317827583796,Motion to Certify Class,Plaintiff,true,,,0.0
833223659930,Motion to Certify Class,Plaintiff,true,,,0.0
833223659930,Motion to Certify Class,Plaintiff,false,,,0.0
549755817068,Motion to Certify Class,Plaintiff,false,,,0.0
549755817068,Motion to Certify Class,Plaintiff,false,,,0.0
549755817068,Motion to Certify Class,Unknown,false,,,0.0
549755817068,Motion to Certify Class,Unknown,false,,,0.0
446676602858,Motion to Certify Class,Plaintiff,false,,,0.0
326417515928,Motion to Certify Class,Plaintiff,false,,,0.0
352187322835,Motion to Certify Class,Plaintiff,true,,,0.0
111669153212,Motion to Certify Class,Plaintiff,false,,,0.0
532575946109,Motion to Certify Class,Plaintiff,false,,,0.0
317827583403,Motion to Certify Class,Unknown,false,,,0.0
506806142744,Motion to Certify Class,Plaintiff,false,,,0.0
721554505979,Motion to Certify Class,Plaintiff,false,,,0.0
575525618598,Motion to Certify Class,Unknown,true,,,0.0
575525618598,Motion to Certify Class,Unknown,false,,,0.0
627065228038,Motion to Certify Class,Plaintiff,false,,,0.0
128849019057,Motion to Certify Class,Plaintiff,true,,,0.0
128849019057,Motion to Certify Class,Plaintiff,false,,,0.0
335007450422,Motion to Certify Class,Plaintiff,true,,,0.0
335007450422,Motion to Certify Class,Plaintiff,true,,,0.0
17179871351,Motion to Certify Class,Plaintiff,false,,,0.0
584115554291,Motion to Certify Class,Plaintiff,false,,,0.0
17179870732,Motion to Certify Class,Unknown,false,,,0.0
627065229010,Motion to Certify Class,Plaintiff,false,,,0.0
120259087334,Motion to Certify Class,Unknown,false,,,0.0
532575945128,Motion to Certify Class,Plaintiff,true,,,0.0
833223659186,Motion to Certify Class,Unknown,false,,,0.0
103079216186,Motion to Certify Class,Plaintiff,true,,,0.0
103079216186,Motion to Certify Class,Plaintiff,true,,,0.0
498216210733,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
188978564563,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
661424964503,Motion to Certify Class,Plaintiff,false,Other,true,0.59
661424964503,Motion to Certify Class,Plaintiff,false,Other,false,0.59
695784706321,Motion to Certify Class,Unknown,true,Denied,true,0.59
695784706321,Motion to Certify Class,Unknown,true,Denied,true,0.59
695784706321,Motion to Certify Class,Unknown,true,Denied,true,0.59
695784706321,Motion to Certify Class,Unknown,false,Denied,false,0.59
678604837813,Motion to Certify Class,Plaintiff,true,Other,true,0.59
678604837813,Motion to Certify Class,Plaintiff,true,Other,true,0.59
549755814752,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
335007453048,Motion to Certify Class,Defendant,false,Granted,true,0.59
51539612132,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
773094114296,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
472446403363,Motion to Certify Class,Plaintiff,true,Denied,false,0.59
472446403363,Motion to Certify Class,Plaintiff,true,Denied,false,0.59
188978562892,Motion to Certify Class,Defendant,false,Granted,false,0.59
541165882738,Motion to Certify Class,Plaintiff,false,Other,false,0.59
541165882738,Motion to Certify Class,Plaintiff,false,Denied,false,0.59
541165882738,Motion to Certify Class,Unknown,false,Denied,false,0.59
326417518195,Motion to Certify Class,Plaintiff,true,Granted,true,0.59
798863921260,Motion to Certify Class,Unknown,false,Denied,true,0.59
575525619260,Motion to Certify Class,Plaintiff,true,Granted in Part,true,0.59
257698040082,Motion to Certify Class,Plaintiff,true,Granted,true,0.59
60129545388,Motion to Certify Class,Plaintiff,true,Granted,false,0.59
850403527763,Motion to Certify Class,Plaintiff,false,Granted in Part,true,0.59
395136993866,Motion to Certify Class,Unknown,true,Granted,true,0.59
566935683245,Motion to Certify Class,Plaintiff,true,Denied,false,0.59
584115557103,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
481036338103,Motion to Certify Class,Plaintiff,false,Denied,false,0.59
42949676292,Motion to Certify Class,Defendant,false,Denied,false,0.59
618475294544,Motion to Certify Class,Unknown,false,Granted,false,0.59
618475294544,Motion to Certify Class,Unknown,false,Granted,false,0.59
575525622922,Motion to Certify Class,Unknown,false,Denied,false,0.59
309237647244,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
309237647244,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
395136994481,Motion to Certify Class,Unknown,false,Denied,false,0.59
712964575462,Motion to Certify Class,Unknown,false,Denied,true,0.59
249108104065,Motion to Certify Class,Plaintiff,true,Denied,true,0.59
137438956322,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
171798692742,Motion to Certify Class,Plaintiff,true,Granted,true,0.59
171798692742,Motion to Certify Class,Plaintiff,true,Other,true,0.59
171798692742,Motion to Certify Class,Plaintiff,true,Other,true,0.59
489626276282,Motion to Certify Class,Unknown,false,Other,true,0.59
146028888168,Motion to Certify Class,Plaintiff,false,Denied,false,0.59
730144442643,Motion to Certify Class,Plaintiff,true,Granted,true,0.59
197568498173,Motion to Certify Class,Plaintiff,false,Denied,false,0.59
197568498173,Motion to Certify Class,Plaintiff,false,Other,false,0.59
68719482100,Motion to Certify Class,Plaintiff,false,Denied,false,0.59
60129542885,Motion to Certify Class,Plaintiff,false,Other,false,0.59
60129542885,Motion to Certify Class,Plaintiff,false,Other,false,0.59
549755817068,Motion to Certify Class,Plaintiff,false,Denied,false,0.59
549755817068,Motion to Certify Class,Plaintiff,true,Denied,false,0.59
541165883175,Motion to Certify Class,Plaintiff,false,Denied,true,0.59
721554505979,Motion to Certify Class,Plaintiff,false,Denied as Moot,true,0.59
841813591541,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
549755818623,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
111669153914,Motion to Certify Class,Plaintiff,false,Granted,false,0.59
94489285081,Motion to Certify Class,Unknown,true,Granted,true,0.59
94489285081,Motion to Certify Class,Unknown,false,Granted,true,0.59
549755818425,Motion to Certify Class,Plaintiff,true,Other,false,0.72
481036340304,Motion to Certify Class,Plaintiff,true,Granted,true,0.72
197568496774,Motion to Certify Class,Plaintiff,false,Other,true,0.72
584115557056,Motion to Certify Class,Unknown,false,Denied,false,0.72
566935683245,Motion to Certify Class,Plaintiff,true,Other,true,0.72
377957124657,Motion to Certify Class,Plaintiff,true,Denied,false,0.72
704374640381,Motion to Certify Class,Plaintiff,false,Denied,false,0.72
764504180433,Motion to Certify Class,Plaintiff,false,Denied,true,0.72
429496731165,Motion to Certify Class,Unknown,false,Granted,true,0.72
549755818625,Motion to Certify Class,Plaintiff,false,Denied as Moot,true,0.72
128849023728,Motion to Certify Class,Plaintiff,true,Denied,true,0.72
128849023728,Motion to Certify Class,Plaintiff,true,Denied,true,0.72
549755814188,Motion to Certify Class,Plaintiff,true,Other,true,0.72
498216210608,Motion to Certify Class,Plaintiff,false,Granted,false,0.72
120259088675,Motion to Certify Class,Plaintiff,true,Other,true,0.72
489626276282,Motion to Certify Class,Unknown,false,Granted,true,0.72
231928236704,Motion to Certify Class,Unknown,false,Denied,false,0.72
197568499883,Motion to Certify Class,Plaintiff,true,Granted,false,0.72
824633723349,Motion to Certify Class,Plaintiff,false,Other,true,0.72
17179873738,Motion to Certify Class,Plaintiff,false,Denied as Moot,true,0.72
180388629349,Motion to Certify Class,Plaintiff,false,Denied as Moot,true,0.72
635655161773,Motion to Certify Class,Unknown,true,Granted,true,0.72
412316861995,Motion to Certify Class,Plaintiff,false,Denied as Moot,false,0.72
412316861995,Motion to Certify Class,Plaintiff,false,Granted,true,0.72
171798693352,Motion to Certify Class,Plaintiff,false,Granted,false,0.78
506806142151,Motion to Certify Class,Plaintiff,false,Denied as Moot,false,0.78
231928235438,Motion to Certify Class,Plaintiff,true,Granted,true,0.78
558345752104,Motion to Certify Class,Plaintiff,true,Denied,true,0.78
240518173316,Motion to Certify Class,Unknown,false,Denied,false,0.78
764504180529,Motion to Certify Class,Plaintiff,true,Granted in Part,true,0.78
489626275598,Motion to Certify Class,Plaintiff,true,Other,true,0.78
489626275598,Motion to Certify Class,Plaintiff,true,Other,true,0.78
463856468019,Motion to Certify Class,Unknown,true,Granted,true,0.78
584115557103,Motion to Certify Class,Plaintiff,false,Other,false,0.78
584115557103,Motion to Certify Class,Plaintiff,true,Other,true,0.78
481036341125,Motion to Certify Class,Plaintiff,false,Granted,false,0.78
489626272654,Motion to Certify Class,Plaintiff,false,Granted,false,0.78
326417515095,Motion to Certify Class,Plaintiff,false,Granted,false,0.78
455266538616,Motion to Certify Class,Plaintiff,true,Granted,true,0.78
309237649373,Motion to Certify Class,Plaintiff,false,Denied,true,0.78
678604835653,Motion to Certify Class,Unknown,true,Denied as Moot,true,0.78
678604835653,Motion to Certify Class,Unknown,false,Denied as Moot,false,0.78
678604835653,Motion to Certify Class,Unknown,true,Denied as Moot,true,0.78
678604835653,Motion to Certify Class,Unknown,false,Denied as Moot,false,0.78
747324314310,Motion to Certify Class,Plaintiff,true,Denied,true,0.78
592705492098,Motion to Certify Class,Plaintiff,true,Granted,true,0.78
592705492098,Motion to Certify Class,Plaintiff,false,Granted,false,0.78
764504181667,Motion to Certify Class,Plaintiff,false,Granted,false,0.78
446676598996,Motion to Certify Class,Plaintiff,true,Granted,true,0.78
326417515928,Motion to Certify Class,Unknown,true,Denied as Moot,true,0.78
317827584630,Motion to Certify Class,Plaintiff,true,Denied,true,0.78
541165883175,Motion to Certify Class,Plaintiff,false,Denied,true,0.78
541165882465,Motion to Certify Class,Plaintiff,false,Denied,false,0.78
128849019057,Motion to Certify Class,Plaintiff,true,Denied,true,0.78
2140,Motion to Certify Class,Unknown,true,Denied,false,0.78
678604832887,Motion to Certify Class,Plaintiff,false,Granted,false,0.85
738734377680,Motion to Certify Class,Other,false,Denied,false,0.85
446676602934,Motion to Certify Class,Plaintiff,true,Denied,false,0.85
584115557217,Motion to Certify Class,Plaintiff,false,Granted,false,0.85
309237648205,Motion to Certify Class,Plaintiff,false,Granted,false,0.85
618475295479,Motion to Certify Class,Plaintiff,true,Denied,true,0.85
352187322831,Motion to Certify Class,Plaintiff,false,Denied,false,0.85
188978565200,Motion to Certify Class,Plaintiff,true,Granted in Part,false,0.85
369367189856,Motion to Certify Class,Plaintiff,true,Granted,false,0.85
584115556878,Motion to Certify Class,Plaintiff,true,Denied,true,0.85
584115556878,Motion to Certify Class,Plaintiff,false,Denied,false,0.85
584115557103,Motion to Certify Class,Plaintiff,true,Other,true,0.85
670014898192,Motion to Certify Class,Plaintiff,false,Granted,false,0.85
463856471024,Motion to Certify Class,Plaintiff,false,Granted,false,0.85
463856472679,Motion to Certify Class,Plaintiff,false,Denied,false,0.85
627065225339,Motion to Certify Class,Unknown,true,Denied,false,0.85
429496731165,Motion to Certify Class,Unknown,false,Granted,true,0.85
824633724660,Motion to Certify Class,Plaintiff,false,Denied,false,0.85
481036341547,Motion to Certify Class,Plaintiff,false,Denied,false,0.85
68719481115,Motion to Certify Class,Plaintiff,true,Denied as Moot,true,0.85
68719482100,Motion to Certify Class,Plaintiff,false,Denied,false,0.85
171798696004,Motion to Certify Class,Plaintiff,true,Other,true,0.85
841813591541,Motion to Certify Class,Plaintiff,false,Granted,false,0.85
120259089214,Motion to Certify Class,Plaintiff,false,Denied,false,0.85
549755818623,Motion to Certify Class,Plaintiff,false,Other,false,0.85
523986012829,Motion to Certify Class,Plaintiff,false,Granted,false,0.85
627065229010,Motion to Certify Class,Plaintiff,false,Denied,false,0.85
120259087334,Motion to Certify Class,Other,false,Denied,false,0.85
103079216186,Motion to Certify Class,Plaintiff,true,Denied,true,0.85
103079216186,Motion to Certify Class,Plaintiff,true,Denied,true,0.85
584115557280,Motion to Certify Class,Plaintiff,true,Granted,false,0.92
481036340672,Motion to Certify Class,Plaintiff,false,Denied,false,0.92
489626273112,Motion to Certify Class,Plaintiff,false,Denied as Moot,false,0.92
266287975388,Motion to Certify Class,Plaintiff,true,Granted,true,0.92
68719478328,Motion to Certify Class,Plaintiff,false,Denied,false,0.92
137438957166,Motion to Certify Class,Plaintiff,false,Granted in Part,false,0.92
68719480615,Motion to Certify Class,Plaintiff,true,Denied as Moot,true,0.92
240518173959,Motion to Certify Class,Plaintiff,false,Denied,false,0.92
2140,Motion to Certify Class,Unknown,true,Denied,false,0.92
154618823134,Motion to Certify Class,Plaintiff,false,Denied,false,0.95
730144443045,Motion to Certify Class,Plaintiff,true,Granted,true,0.95
566935683245,Motion to Certify Class,Plaintiff,false,Granted,false,0.95
377957124657,Motion to Certify Class,Plaintiff,true,Denied,false,0.95
214748369447,Motion to Certify Class,Unknown,true,Granted,true,0.95
317827584630,Motion to Certify Class,Plaintiff,false,Denied,false,0.95
541165882738,Motion to Certify Class,Unknown,false,Denied as Moot,false,0.96
292057777452,Motion to Certify Class,Plaintiff,false,Denied,false,0.96
94489284215,Motion to Certify Class,Plaintiff,false,Granted in Part,false,0.97
94489285785,Motion to Certify Class,Plaintiff,true,Granted,true,0.97
747324314834,Motion to Certify Class,Unknown,false,Granted,false,0.97
850403525564,Motion to Certify Class,Plaintiff,true,Granted in Part,false,0.98
755914249005,Motion to Certify Class,Plaintiff,true,Granted,false,0.98
188978562807,Motion to Certify Class,Plaintiff,false,Granted,false,0.98
171798692305,Motion to Certify Class,Unknown,false,Granted,false,0.99
730144444645,Motion to Certify Class,Plaintiff,true,Denied,true,0.99
807453852652,Motion to Certify Class,Plaintiff,true,Granted,true,0.99
816043787463,Motion to Certify Class,Plaintiff,false,Denied,false,0.99
352187322835,Motion to Certify Class,Plaintiff,false,Granted,false,1.0
42949674548,Motion for Discovery Sanctions,Unknown,false,,,0.0
386547062048,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,true,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
352187320268,Motion for Discovery Sanctions,Unknown,true,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,true,,,0.0
352187320268,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
420906799461,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
146028891528,Motion for Discovery Sanctions,Plaintiff,false,,,0.0
343597384415,Motion for Discovery Sanctions,Plaintiff,true,,,0.0
5415,Motion for Discovery Sanctions,Unknown,false,,,0.0
42949676135,Motion for Discovery Sanctions,Defendant,false,,,0.0
188978563321,Motion for Discovery Sanctions,Defendant,true,,,0.0
