mudac_id,motion_type,filing_party,filed_before_joined,proceeding_precentile
609885359496,Motion to Consolidate,Defendant,false,0.0
841813590717,Motion to Consolidate,Plaintiff,true,0.0
841813590717,Motion to Consolidate,Plaintiff,true,0.0
154618824538,Motion to Consolidate,Plaintiff,false,0.0
300647711236,Motion to Consolidate,Plaintiff,false,0.0
300647711236,Motion to Consolidate,Plaintiff,false,0.0
300647711236,Motion to Consolidate,Plaintiff,false,0.0
343597387370,Motion to Consolidate,Plaintiff,false,0.0
103079219206,Motion to Consolidate,Defendant,false,0.0
103079219206,Motion to Consolidate,Defendant,false,0.0
103079219206,Motion to Consolidate,Defendant,true,0.0
17179871346,Motion to Consolidate,Defendant,false,0.0
635655163898,Motion to Consolidate,Plaintiff,false,0.0
68719479522,Motion to Consolidate,Defendant,false,0.0
360777255849,Motion to Consolidate,Defendant,false,0.0
695784704773,Motion to Consolidate,Defendant,false,0.0
360777253431,Motion to Consolidate,Plaintiff,false,0.0
412316864895,Motion to Consolidate,Plaintiff,false,0.0
163208760852,Motion to Consolidate,Defendant,false,0.0
506806144513,Motion to Consolidate,Unknown,false,0.0
249108106004,Motion to Consolidate,Plaintiff,false,0.0
635655163172,Motion to Consolidate,Unknown,false,0.0
8589935215,Motion to Consolidate,Unknown,true,0.0
661424965652,Motion to Consolidate,Defendant,false,0.0
34359739394,Motion to Consolidate,Defendant,false,0.0
34359739394,Motion to Consolidate,Defendant,true,0.0
566935685785,Motion to Consolidate,Unknown,false,0.0
566935685785,Motion to Consolidate,Unknown,false,0.0
566935685785,Motion to Consolidate,Unknown,false,0.0
566935685785,Motion to Consolidate,Unknown,false,0.0
206158434970,Motion to Consolidate,Defendant,false,0.0
386547060274,Motion to Consolidate,Plaintiff,false,0.0
231928238842,Motion to Consolidate,Defendant,false,0.0
34359740879,Motion to Consolidate,Defendant,false,0.0
489626276121,Motion to Consolidate,Defendant,false,0.0
137438954062,Motion to Consolidate,Unknown,false,0.0
790273984385,Motion to Consolidate,Plaintiff,false,0.0
532575946521,Motion to Consolidate,Plaintiff,false,0.0
678604834448,Motion to Consolidate,Unknown,false,0.0
678604834448,Motion to Consolidate,Unknown,false,0.0
678604834448,Motion to Consolidate,Unknown,false,0.0
678604834448,Motion to Consolidate,Unknown,false,0.0
120259085338,Motion to Consolidate,Plaintiff,false,0.0
807453853752,Motion to Consolidate,Defendant,false,0.0
498216211310,Motion to Consolidate,Defendant,true,0.0
498216211310,Motion to Consolidate,Unknown,false,0.0
266287977781,Motion to Consolidate,Plaintiff,false,0.0
266287977781,Motion to Consolidate,Plaintiff,false,0.0
369367190478,Motion to Consolidate,Unknown,true,0.0
369367190478,Motion to Consolidate,Unknown,false,0.0
369367190478,Motion to Consolidate,Plaintiff,true,0.0
369367190478,Motion to Consolidate,Plaintiff,false,0.0
317827581771,Motion to Consolidate,Defendant,false,0.0
257698043290,Motion to Consolidate,Unknown,false,0.0
188978564294,Motion to Consolidate,Defendant,true,0.0
687194771009,Motion to Consolidate,Unknown,false,0.0
687194771009,Motion to Consolidate,Plaintiff,false,0.0
515396078890,Motion to Consolidate,Defendant,false,0.0
369367191137,Motion to Consolidate,Plaintiff,false,0.0
369367191137,Motion to Consolidate,Plaintiff,false,0.0
369367191137,Motion to Consolidate,Plaintiff,false,0.0
532575945419,Motion to Consolidate,Defendant,false,0.0
721554511039,Motion to Consolidate,Plaintiff,false,0.0
841813595586,Motion to Consolidate,Defendant,false,0.0
841813595586,Motion to Consolidate,Unknown,false,0.0
558345752172,Motion to Consolidate,Defendant,true,0.0
627065226723,Motion to Consolidate,Unknown,false,0.0
566935683101,Motion to Consolidate,Defendant,true,0.0
231928238565,Motion to Consolidate,Defendant,false,0.0
369367187477,Motion to Consolidate,Unknown,false,0.0
17179873348,Motion to Consolidate,Plaintiff,true,0.0
652835032614,Motion to Consolidate,Plaintiff,true,0.0
429496729637,Motion to Consolidate,Unknown,false,0.0
429496729637,Motion to Consolidate,Defendant,false,0.0
824633726329,Motion to Consolidate,Plaintiff,false,0.0
618475294639,Motion to Consolidate,Plaintiff,false,0.0
618475294639,Motion to Consolidate,Plaintiff,true,0.0
618475294639,Motion to Consolidate,Plaintiff,true,0.0
824633721500,Motion to Consolidate,Plaintiff,true,0.0
214748369753,Motion to Consolidate,Plaintiff,false,0.0
214748369753,Motion to Consolidate,Plaintiff,false,0.0
120259089039,Motion to Consolidate,Defendant,true,0.0
747324314001,Motion to Consolidate,Defendant,false,0.0
231928235973,Motion to Consolidate,Defendant,true,0.0
463856468704,Motion to Consolidate,Plaintiff,true,0.0
463856471015,Motion to Consolidate,Defendant,false,0.0
377957124554,Motion to Consolidate,Defendant,true,0.0
755914246414,Motion to Consolidate,Unknown,true,0.0
515396076548,Motion to Consolidate,Unknown,true,0.0
523986015052,Motion to Consolidate,Unknown,true,0.0
146028888899,Motion to Consolidate,Plaintiff,true,0.0
257698038422,Motion to Consolidate,Unknown,false,0.0
51539610338,Motion to Consolidate,Plaintiff,false,0.0
51539610338,Motion to Consolidate,Plaintiff,false,0.0
249108106367,Motion to Consolidate,Unknown,false,0.0
249108106367,Motion to Consolidate,Unknown,false,0.0
257698038115,Motion to Consolidate,Plaintiff,false,0.0
730144441070,Motion to Consolidate,Unknown,false,0.0
472446402706,Motion to Consolidate,Plaintiff,true,0.0
472446402706,Motion to Consolidate,Unknown,true,0.0
670014903473,Motion to Consolidate,Defendant,false,0.0
670014903473,Motion to Consolidate,Defendant,false,0.0
833223658899,Motion to Consolidate,Unknown,true,0.0
833223658899,Motion to Consolidate,Other,true,0.0
481036338522,Motion to Consolidate,Defendant,false,0.0
695784705485,Motion to Consolidate,Unknown,true,0.0
695784705485,Motion to Consolidate,Unknown,true,0.0
695784705485,Motion to Consolidate,Unknown,true,0.0
17179869884,Motion to Consolidate,Defendant,false,0.0
335007452145,Motion to Consolidate,Other,false,0.0
335007452145,Motion to Consolidate,Unknown,false,0.0
154618823328,Motion to Consolidate,Plaintiff,false,0.0
704374638170,Motion to Consolidate,Unknown,false,0.0
704374638170,Motion to Consolidate,Defendant,false,0.0
77309415310,Motion to Consolidate,Defendant,false,0.0
77309415310,Motion to Consolidate,Unknown,false,0.0
154618827218,Motion to Consolidate,Unknown,true,0.0
532575945209,Motion to Consolidate,Unknown,false,0.0
609885361182,Motion to Consolidate,Plaintiff,false,0.0
403726931098,Motion to Consolidate,Unknown,false,0.0
34359739764,Motion to Consolidate,Plaintiff,false,0.0
695784705273,Motion to Consolidate,Plaintiff,false,0.0
549755816515,Motion to Consolidate,Defendant,false,0.0
266287977024,Motion to Consolidate,Plaintiff,false,0.0
781684052085,Motion to Consolidate,Unknown,false,0.0
781684052085,Motion to Consolidate,Defendant,false,0.0
94489284998,Motion to Consolidate,Plaintiff,false,0.0
489626272674,Motion to Consolidate,Defendant,true,0.0
231928238255,Motion to Consolidate,Plaintiff,true,0.0
188978564563,Motion to Consolidate,Plaintiff,false,0.0
111669152767,Motion to Consolidate,Defendant,true,0.0
111669152767,Motion to Consolidate,Defendant,false,0.0
627065226052,Motion to Consolidate,Defendant,true,0.0
42949675001,Motion to Consolidate,Plaintiff,true,0.0
171798694155,Motion to Consolidate,Defendant,false,0.0
171798694155,Motion to Consolidate,Plaintiff,false,0.0
25769804128,Motion to Consolidate,Plaintiff,true,0.0
25769807048,Motion to Consolidate,Defendant,true,0.0
274877909782,Motion to Consolidate,Defendant,true,0.0
781684049300,Motion to Consolidate,Plaintiff,false,0.0
781684049300,Motion to Consolidate,Plaintiff,true,0.0
798863921609,Motion to Consolidate,Defendant,false,0.0
8589936318,Motion to Consolidate,Defendant,true,0.0
850403525031,Motion to Consolidate,Plaintiff,true,0.0
85899349840,Motion to Consolidate,Unknown,true,0.0
85899349840,Motion to Consolidate,Defendant,true,0.0
111669150165,Motion to Consolidate,Unknown,false,0.0
111669150165,Motion to Consolidate,Unknown,false,0.0
240518169332,Motion to Consolidate,Defendant,false,0.0
17179870623,Motion to Consolidate,Unknown,false,0.0
412316864893,Motion to Consolidate,Plaintiff,true,0.0
498216207626,Motion to Consolidate,Defendant,false,0.0
360777257421,Motion to Consolidate,Plaintiff,true,0.0
360777257421,Motion to Consolidate,Plaintiff,true,0.0
369367192079,Motion to Consolidate,Plaintiff,false,0.0
283467843921,Motion to Consolidate,Plaintiff,true,0.0
670014902756,Motion to Consolidate,Plaintiff,false,0.0
670014902756,Motion to Consolidate,Plaintiff,false,0.0
584115554149,Motion to Consolidate,Plaintiff,false,0.0
489626274204,Motion to Consolidate,Plaintiff,true,0.0
489626274204,Motion to Consolidate,Plaintiff,true,0.0
489626274204,Motion to Consolidate,Plaintiff,true,0.0
489626274204,Motion to Consolidate,Unknown,true,0.0
240518169720,Motion to Consolidate,Defendant,false,0.0
592705491501,Motion to Consolidate,Defendant,true,0.0
197568499705,Motion to Consolidate,Plaintiff,true,0.0
154618827960,Motion to Consolidate,Defendant,true,0.0
120259088000,Motion to Consolidate,Plaintiff,false,0.0
34359738521,Motion to Consolidate,Unknown,true,0.0
34359738521,Motion to Consolidate,Plaintiff,true,0.0
627065226579,Motion to Consolidate,Plaintiff,false,0.0
60129545159,Motion to Consolidate,Defendant,false,0.0
489626271809,Motion to Consolidate,Unknown,false,0.0
489626271809,Motion to Consolidate,Unknown,false,0.0
292057781531,Motion to Consolidate,Defendant,false,0.0
601295423908,Motion to Consolidate,Defendant,false,0.0
747324313875,Motion to Consolidate,Defendant,false,0.0
68719478918,Motion to Consolidate,Plaintiff,false,0.0
395136992170,Motion to Consolidate,Unknown,true,0.0
395136993066,Motion to Consolidate,Plaintiff,true,0.0
395136993066,Motion to Consolidate,Plaintiff,false,0.0
635655160450,Motion to Consolidate,Plaintiff,true,0.0
352187319901,Motion to Consolidate,Unknown,false,0.0
206158434661,Motion to Consolidate,Defendant,true,0.0
137438958763,Motion to Consolidate,Plaintiff,false,0.0
77309412685,Motion to Consolidate,Plaintiff,false,0.0
747324311268,Motion to Consolidate,Defendant,true,0.0
798863918234,Motion to Consolidate,Plaintiff,false,0.0
94489283434,Motion to Consolidate,Plaintiff,false,0.0
661424968891,Motion to Consolidate,Defendant,true,0.0
661424968891,Motion to Consolidate,Defendant,false,0.0
137438958536,Motion to Consolidate,Defendant,false,0.0
489626274036,Motion to Consolidate,Defendant,true,0.0
489626274036,Motion to Consolidate,Plaintiff,true,0.0
25769808863,Motion to Consolidate,Defendant,false,0.0
712964572265,Motion to Consolidate,Defendant,false,0.0
558345749795,Motion to Consolidate,Defendant,true,0.0
558345749795,Motion to Consolidate,Unknown,true,0.0
738734376033,Motion to Consolidate,Defendant,true,0.0
226,Motion to Consolidate,Unknown,false,0.0
695784704578,Motion to Consolidate,Defendant,true,0.0
283467843939,Motion to Consolidate,Plaintiff,false,0.0
283467843939,Motion to Consolidate,Plaintiff,false,0.0
283467843939,Motion to Consolidate,Plaintiff,false,0.0
481036339387,Motion to Consolidate,Plaintiff,true,0.0
481036339387,Motion to Consolidate,Plaintiff,false,0.0
188978565521,Motion to Consolidate,Other,false,0.0
17179869731,Motion to Consolidate,Plaintiff,false,0.0
223338301981,Motion to Consolidate,Unknown,true,0.0
223338301981,Motion to Consolidate,Defendant,true,0.0
584115555947,Motion to Consolidate,Defendant,true,0.0
584115555947,Motion to Consolidate,Defendant,true,0.0
816043790112,Motion to Consolidate,Plaintiff,false,0.0
549755814752,Motion to Consolidate,Plaintiff,true,0.0
549755814752,Motion to Consolidate,Plaintiff,true,0.0
395136993543,Motion to Consolidate,Defendant,true,0.0
747324313132,Motion to Consolidate,Defendant,false,0.0
747324313132,Motion to Consolidate,Unknown,false,0.0
704374641715,Motion to Consolidate,Defendant,false,0.0
807453856540,Motion to Consolidate,Plaintiff,false,0.0
472446404476,Motion to Consolidate,Defendant,false,0.0
773094116359,Motion to Consolidate,Unknown,true,0.0
773094116359,Motion to Consolidate,Plaintiff,true,0.0
704374638786,Motion to Consolidate,Plaintiff,false,0.0
8589939480,Motion to Consolidate,Plaintiff,true,0.0
438086668571,Motion to Consolidate,Plaintiff,true,0.0
841813591851,Motion to Consolidate,Plaintiff,true,0.0
77309413445,Motion to Consolidate,Unknown,false,0.0
274877912137,Motion to Consolidate,Plaintiff,false,0.0
137438956257,Motion to Consolidate,Plaintiff,false,0.0
575525619312,Motion to Consolidate,Unknown,false,0.0
575525619312,Motion to Consolidate,Defendant,false,0.0
850403529485,Motion to Consolidate,Plaintiff,true,0.0
266287974166,Motion to Consolidate,Plaintiff,false,0.0
94489285586,Motion to Consolidate,Defendant,true,0.0
472446405734,Motion to Consolidate,Unknown,false,0.0
472446405734,Motion to Consolidate,Unknown,false,0.0
472446405734,Motion to Consolidate,Defendant,true,0.0
472446405734,Motion to Consolidate,Defendant,true,0.0
644245099458,Motion to Consolidate,Defendant,true,0.0
644245099458,Motion to Consolidate,Defendant,false,0.0
704374640013,Motion to Consolidate,Defendant,false,0.0
403726930069,Motion to Consolidate,Defendant,true,0.0
274877911700,Motion to Consolidate,Plaintiff,false,0.0
712964572218,Motion to Consolidate,Defendant,false,0.0
4316,Motion to Consolidate,Defendant,false,0.0
798863919534,Motion to Consolidate,Defendant,true,0.0
730144441904,Motion to Consolidate,Plaintiff,true,0.0
283467842699,Motion to Consolidate,Plaintiff,false,0.0
481036342083,Motion to Consolidate,Defendant,true,0.0
481036342083,Motion to Consolidate,Defendant,false,0.0
171798692168,Motion to Consolidate,Unknown,false,0.0
25769804764,Motion to Consolidate,Defendant,true,0.0
335007451660,Motion to Consolidate,Plaintiff,false,0.0
8589935625,Motion to Consolidate,Defendant,true,0.0
8589935625,Motion to Consolidate,Defendant,false,0.0
8589935625,Motion to Consolidate,Plaintiff,true,0.0
8589935625,Motion to Consolidate,Plaintiff,false,0.0
8589935625,Motion to Consolidate,Defendant,true,0.0
8589935625,Motion to Consolidate,Defendant,false,0.0
335007454166,Motion to Consolidate,Plaintiff,true,0.0
94489281152,Motion to Consolidate,Defendant,false,0.0
438086668999,Motion to Consolidate,Defendant,false,0.0
532575944765,Motion to Consolidate,Defendant,true,0.0
532575944765,Motion to Consolidate,Defendant,false,0.0
420906796690,Motion to Consolidate,Plaintiff,true,0.0
249108105769,Motion to Consolidate,Plaintiff,true,0.0
635655163860,Motion to Consolidate,Defendant,false,0.0
644245098968,Motion to Consolidate,Plaintiff,false,0.0
111669151625,Motion to Consolidate,Defendant,true,0.0
738734377021,Motion to Consolidate,Unknown,false,0.0
670014901995,Motion to Consolidate,Defendant,false,0.0
652835030590,Motion to Consolidate,Plaintiff,true,0.0
584115553700,Motion to Consolidate,Defendant,false,0.0
335007453337,Motion to Consolidate,Plaintiff,false,0.0
592705490562,Motion to Consolidate,Defendant,false,0.0
455266533438,Motion to Consolidate,Other,false,0.0
532575946691,Motion to Consolidate,Unknown,true,0.0
532575946691,Motion to Consolidate,Unknown,true,0.0
678604837850,Motion to Consolidate,Plaintiff,true,0.0
678604837850,Motion to Consolidate,Plaintiff,false,0.0
240518173322,Motion to Consolidate,Plaintiff,true,0.0
240518173322,Motion to Consolidate,Unknown,true,0.0
240518173322,Motion to Consolidate,Defendant,true,0.0
103079218970,Motion to Consolidate,Defendant,true,0.0
360777257268,Motion to Consolidate,Unknown,true,0.0
360777257268,Motion to Consolidate,Defendant,true,0.0
360777257268,Motion to Consolidate,Defendant,true,0.0
730144442393,Motion to Consolidate,Plaintiff,false,0.0
5346,Motion to Consolidate,Defendant,false,0.0
249108107923,Motion to Consolidate,Defendant,false,0.0
652835030770,Motion to Consolidate,Plaintiff,true,0.0
438086665344,Motion to Consolidate,Unknown,false,0.0
369367189175,Motion to Consolidate,Plaintiff,true,0.0
146028889420,Motion to Consolidate,Defendant,false,0.0
146028889420,Motion to Consolidate,Defendant,false,0.0
77309415685,Motion to Consolidate,Defendant,true,0.0
214748366739,Motion to Consolidate,Defendant,false,0.0
420906797117,Motion to Consolidate,Defendant,false,0.0
420906797117,Motion to Consolidate,Defendant,false,0.0
420906797117,Motion to Consolidate,Unknown,true,0.0
420906797117,Motion to Consolidate,Unknown,false,0.0
420906797117,Motion to Consolidate,Defendant,true,0.0
420906797117,Motion to Consolidate,Defendant,false,0.0
635655164382,Motion to Consolidate,Defendant,true,0.0
532575946729,Motion to Consolidate,Defendant,false,0.0
395136991783,Motion to Consolidate,Plaintiff,true,0.0
764504179324,Motion to Consolidate,Unknown,false,0.0
274877908313,Motion to Consolidate,Unknown,false,0.0
274877908313,Motion to Consolidate,Defendant,true,0.0
721554509555,Motion to Consolidate,Plaintiff,false,0.0
214748365564,Motion to Consolidate,Plaintiff,false,0.0
730144442314,Motion to Consolidate,Unknown,false,0.0
17179873639,Motion to Consolidate,Unknown,false,0.0
352187319169,Motion to Consolidate,Plaintiff,false,0.0
755914248575,Motion to Consolidate,Defendant,false,0.0
558345750038,Motion to Consolidate,Plaintiff,true,0.0
558345750038,Motion to Consolidate,Plaintiff,true,0.0
730144441197,Motion to Consolidate,Defendant,false,0.0
730144441197,Motion to Consolidate,Unknown,false,0.0
515396077616,Motion to Consolidate,Plaintiff,false,0.0
515396077616,Motion to Consolidate,Plaintiff,true,0.0
584115552681,Motion to Consolidate,Plaintiff,false,0.0
755914247950,Motion to Consolidate,Defendant,true,0.0
257698038653,Motion to Consolidate,Plaintiff,true,0.0
85899349935,Motion to Consolidate,Defendant,false,0.0
8589938737,Motion to Consolidate,Plaintiff,false,0.0
257698042380,Motion to Consolidate,Plaintiff,false,0.0
661424968263,Motion to Consolidate,Unknown,false,0.0
807453856027,Motion to Consolidate,Plaintiff,false,0.0
506806146356,Motion to Consolidate,Plaintiff,false,0.0
249108105884,Motion to Consolidate,Defendant,false,0.0
34359742574,Motion to Consolidate,Plaintiff,false,0.0
206158430445,Motion to Consolidate,Plaintiff,false,0.0
730144443308,Motion to Consolidate,Plaintiff,false,0.0
850403526430,Motion to Consolidate,Defendant,false,0.0
51539611947,Motion to Consolidate,Defendant,true,0.0
790273983736,Motion to Consolidate,Defendant,false,0.0
25769807487,Motion to Consolidate,Defendant,true,0.0
240518171748,Motion to Consolidate,Defendant,true,0.0
747324310069,Motion to Consolidate,Defendant,true,0.0
627065225277,Motion to Consolidate,Defendant,false,0.0
249108104198,Motion to Consolidate,Defendant,true,0.0
738734379197,Motion to Consolidate,Defendant,false,0.0
489626276224,Motion to Consolidate,Plaintiff,false,0.0
25769804588,Motion to Consolidate,Unknown,false,0.0
446676600869,Motion to Consolidate,Plaintiff,false,0.0
369367190326,Motion to Consolidate,Unknown,false,0.0
506806142630,Motion to Consolidate,Defendant,false,0.0
171798693580,Motion to Consolidate,Plaintiff,true,0.0
695784703118,Motion to Consolidate,Defendant,false,0.0
137438958557,Motion to Consolidate,Plaintiff,false,0.0
532575946664,Motion to Consolidate,Plaintiff,false,0.0
429496733113,Motion to Consolidate,Defendant,false,0.0
429496733113,Motion to Consolidate,Defendant,false,0.0
429496733113,Motion to Consolidate,Defendant,false,0.0
317827585272,Motion to Consolidate,Defendant,false,0.0
317827585272,Motion to Consolidate,Unknown,false,0.0
609885356511,Motion to Consolidate,Plaintiff,true,0.0
523986012815,Motion to Consolidate,Defendant,true,0.0
635655164873,Motion to Consolidate,Plaintiff,false,0.0
51539609118,Motion to Consolidate,Plaintiff,false,0.0
188978564608,Motion to Consolidate,Unknown,true,0.0
68719478434,Motion to Consolidate,Plaintiff,false,0.0
755914246222,Motion to Consolidate,Defendant,false,0.0
532575944946,Motion to Consolidate,Plaintiff,true,0.0
154618825606,Motion to Consolidate,Plaintiff,true,0.0
687194772416,Motion to Consolidate,Plaintiff,false,0.0
85899348919,Motion to Consolidate,Unknown,false,0.0
85899348919,Motion to Consolidate,Plaintiff,false,0.0
532575949573,Motion to Consolidate,Defendant,false,0.0
532575949573,Motion to Consolidate,Unknown,false,0.0
532575949573,Motion to Consolidate,Defendant,false,0.0
661424967564,Motion to Consolidate,Plaintiff,false,0.0
377957127565,Motion to Consolidate,Plaintiff,false,0.0
377957127565,Motion to Consolidate,Plaintiff,false,0.0
618475292149,Motion to Consolidate,Unknown,true,0.0
532575948061,Motion to Consolidate,Defendant,true,0.0
541165884524,Motion to Consolidate,Plaintiff,true,0.0
541165884524,Motion to Consolidate,Plaintiff,true,0.0
541165884524,Motion to Consolidate,Unknown,false,0.0
687194770613,Motion to Consolidate,Defendant,false,0.0
592705487182,Motion to Consolidate,Defendant,true,0.0
5454,Motion to Consolidate,Plaintiff,false,0.0
377957122690,Motion to Consolidate,Plaintiff,true,0.0
352187319817,Motion to Consolidate,Defendant,true,0.0
523986011830,Motion to Consolidate,Plaintiff,false,0.0
489626272808,Motion to Consolidate,Plaintiff,false,0.0
103079217109,Motion to Consolidate,Defendant,false,0.0
103079217109,Motion to Consolidate,Defendant,false,0.0
816043789989,Motion to Consolidate,Unknown,true,0.0
223338301433,Motion to Consolidate,Defendant,false,0.0
446676601565,Motion to Consolidate,Unknown,false,0.0
429496732244,Motion to Consolidate,Defendant,true,0.0
738734375257,Motion to Consolidate,Unknown,true,0.0
257698042789,Motion to Consolidate,Plaintiff,true,0.0
463856469700,Motion to Consolidate,Defendant,true,0.0
420906795567,Motion to Consolidate,Defendant,true,0.0
420906795567,Motion to Consolidate,Defendant,false,0.0
137438957591,Motion to Consolidate,Plaintiff,true,0.0
609885360167,Motion to Consolidate,Defendant,false,0.0
343597384423,Motion to Consolidate,Defendant,false,0.0
343597384423,Motion to Consolidate,Unknown,false,0.0
429496734100,Motion to Consolidate,Plaintiff,true,0.0
627065226987,Motion to Consolidate,Plaintiff,true,0.0
584115554697,Motion to Consolidate,Unknown,false,0.0
584115554697,Motion to Consolidate,Plaintiff,false,0.0
584115554697,Motion to Consolidate,Defendant,false,0.0
300647711349,Motion to Consolidate,Plaintiff,false,0.0
300647711349,Motion to Consolidate,Defendant,false,0.0
472446403705,Motion to Consolidate,Plaintiff,false,0.0
85899346121,Motion to Consolidate,Plaintiff,false,0.0
206158433994,Motion to Consolidate,Unknown,false,0.0
120259089351,Motion to Consolidate,Unknown,true,0.0
120259089351,Motion to Consolidate,Unknown,true,0.0
120259089351,Motion to Consolidate,Unknown,true,0.0
120259089351,Motion to Consolidate,Unknown,true,0.0
120259089351,Motion to Consolidate,Unknown,true,0.0
120259089351,Motion to Consolidate,Unknown,true,0.0
120259089351,Motion to Consolidate,Unknown,true,0.0
120259089351,Motion to Consolidate,Unknown,true,0.0
670014903441,Motion to Consolidate,Plaintiff,false,0.0
687194768973,Motion to Consolidate,Plaintiff,true,0.0
446676598949,Motion to Consolidate,Defendant,false,0.0
335007453480,Motion to Consolidate,Unknown,true,0.0
335007453480,Motion to Consolidate,Defendant,true,0.0
317827585210,Motion to Consolidate,Defendant,false,0.0
541165879897,Motion to Consolidate,Defendant,false,0.0
283467843953,Motion to Consolidate,Defendant,true,0.0
309237647727,Motion to Consolidate,Plaintiff,true,0.0
60129544429,Motion to Consolidate,Defendant,false,0.0
188978563149,Motion to Consolidate,Plaintiff,false,0.0
180388628350,Motion to Consolidate,Defendant,false,0.0
180388628350,Motion to Consolidate,Defendant,false,0.0
824633723047,Motion to Consolidate,Plaintiff,false,0.0
146028890704,Motion to Consolidate,Unknown,false,0.0
146028890704,Motion to Consolidate,Defendant,false,0.0
764504181164,Motion to Consolidate,Plaintiff,false,0.0
309237646831,Motion to Consolidate,Defendant,false,0.0
841813595053,Motion to Consolidate,Defendant,false,0.0
841813595053,Motion to Consolidate,Defendant,false,0.0
841813595053,Motion to Consolidate,Defendant,false,0.0
841813595053,Motion to Consolidate,Defendant,false,0.0
240518169124,Motion to Consolidate,Plaintiff,false,0.0
240518169124,Motion to Consolidate,Plaintiff,false,0.0
240518169124,Motion to Consolidate,Unknown,false,0.0
300647713805,Motion to Consolidate,Defendant,false,0.0
17179869628,Motion to Consolidate,Plaintiff,true,0.0
77309412996,Motion to Consolidate,Plaintiff,false,0.0
515396078462,Motion to Consolidate,Defendant,true,0.0
566935687092,Motion to Consolidate,Plaintiff,false,0.0
566935687092,Motion to Consolidate,Defendant,false,0.0
386547058402,Motion to Consolidate,Unknown,false,0.0
558345751766,Motion to Consolidate,Unknown,false,0.0
3299,Motion to Consolidate,Defendant,true,0.0
644245097454,Motion to Consolidate,Defendant,true,0.0
644245097454,Motion to Consolidate,Defendant,false,0.0
670014900310,Motion to Consolidate,Defendant,false,0.0
197568499160,Motion to Consolidate,Defendant,false,0.0
163208760844,Motion to Consolidate,Defendant,true,0.0
481036339519,Motion to Consolidate,Plaintiff,false,0.0
438086667839,Motion to Consolidate,Defendant,false,0.0
523986012750,Motion to Consolidate,Plaintiff,true,0.0
523986012750,Motion to Consolidate,Defendant,true,0.0
223338300731,Motion to Consolidate,Plaintiff,false,0.0
